"filename", "language", "Markdown", "PostCSS", "HTML", "JavaScript", "JSON", "comment", "blank", "total"
"c:\Users\angel\OneDrive\Documentos\MediTrackWebApp\styles\medicamentos\index.css", "PostCSS", 0, 11, 0, 0, 0, 0, 2, 13
"c:\Users\angel\OneDrive\Documentos\MediTrackWebApp\styles\medicamentos\layout.css", "PostCSS", 0, 30, 0, 0, 0, 3, 6, 39
"c:\Users\angel\OneDrive\Documentos\MediTrackWebApp\styles\medicamentos\modal.css", "PostCSS", 0, 91, 0, 0, 0, 1, 15, 107
"c:\Users\angel\OneDrive\Documentos\MediTrackWebApp\styles\medicamentos\responsive.css", "PostCSS", 0, 246, 0, 0, 0, 30, 48, 324
"c:\Users\angel\OneDrive\Documentos\MediTrackWebApp\styles\perfil-cuidador\cards.css", "PostCSS", 0, 199, 0, 0, 0, 0, 31, 230
"c:\Users\angel\OneDrive\Documentos\MediTrackWebApp\styles\perfil-cuidador\index.css", "PostCSS", 0, 9, 0, 0, 0, 0, 2, 11
"c:\Users\angel\OneDrive\Documentos\MediTrackWebApp\styles\perfil-cuidador\layout.css", "PostCSS", 0, 11, 0, 0, 0, 0, 2, 13
"c:\Users\angel\OneDrive\Documentos\MediTrackWebApp\styles\perfil-cuidador\responsive.css", "PostCSS", 0, 37, 0, 0, 0, 0, 9, 46
"c:\Users\angel\OneDrive\Documentos\MediTrackWebApp\styles\perfil-cuidador\topbar.css", "PostCSS", 0, 126, 0, 0, 0, 0, 17, 143
"c:\Users\angel\OneDrive\Documentos\MediTrackWebApp\styles\perfil-paciente\actions.css", "PostCSS", 0, 35, 0, 0, 0, 0, 4, 39
"c:\Users\angel\OneDrive\Documentos\MediTrackWebApp\styles\perfil-paciente\base.css", "PostCSS", 0, 33, 0, 0, 0, 0, 6, 39
"c:\Users\angel\OneDrive\Documentos\MediTrackWebApp\styles\perfil-paciente\form.css", "PostCSS", 0, 71, 0, 0, 0, 0, 11, 82
"c:\Users\angel\OneDrive\Documentos\MediTrackWebApp\styles\perfil-paciente\index.css", "PostCSS", 0, 8, 0, 0, 0, 0, 1, 9
"c:\Users\angel\OneDrive\Documentos\MediTrackWebApp\styles\perfil-paciente\layout.css", "PostCSS", 0, 35, 0, 0, 0, 0, 5, 40
"c:\Users\angel\OneDrive\Documentos\MediTrackWebApp\styles\perfil-paciente\modal.css", "PostCSS", 0, 39, 0, 0, 0, 1, 6, 46
"c:\Users\angel\OneDrive\Documentos\MediTrackWebApp\styles\perfil-paciente\tags.css", "PostCSS", 0, 58, 0, 0, 0, 0, 7, 65
"c:\Users\angel\OneDrive\Documentos\MediTrackWebApp\styles\perfil-paciente\topbar.css", "PostCSS", 0, 132, 0, 0, 0, 1, 19, 152
"c:\Users\angel\OneDrive\Documentos\MediTrackWebApp\styles\registro\buttons.css", "PostCSS", 0, 17, 0, 0, 0, 1, 2, 20
"c:\Users\angel\OneDrive\Documentos\MediTrackWebApp\styles\registro\footer.css", "PostCSS", 0, 14, 0, 0, 0, 1, 3, 18
"c:\Users\angel\OneDrive\Documentos\MediTrackWebApp\styles\registro\form.css", "PostCSS", 0, 73, 0, 0, 0, 7, 13, 93
"c:\Users\angel\OneDrive\Documentos\MediTrackWebApp\styles\registro\index.css", "PostCSS", 0, 6, 0, 0, 0, 0, 1, 7
"c:\Users\angel\OneDrive\Documentos\MediTrackWebApp\styles\registro\layout.css", "PostCSS", 0, 69, 0, 0, 0, 3, 11, 83
"c:\Users\angel\OneDrive\Documentos\MediTrackWebApp\styles\registro\responsive.css", "PostCSS", 0, 17, 0, 0, 0, 1, 4, 22
"c:\Users\angel\OneDrive\Documentos\MediTrackWebApp\styles\variables.css", "PostCSS", 0, 216, 0, 0, 0, 40, 30, 286
"Total", "-", 0, 6095, 1560, 6934, 1, 355, 2506, 17451
